size,problem_id,heuristic,nodes_expanded,wall_time_total,wall_time_heuristic,path_length,optimal_len,suboptimality,violation_rate,mean_overestimation,h_calls
100,13,euclidean,853,0.0064147000084631145,0.000644899788312614,78,78,1.0,0.0,0.0,910
100,13,nn,1406,0.24422360002063215,0.22519969899440184,78,78,1.0,0.0,0.0,1491
100,14,manhattan,384,0.0037145999958738685,0.00036409945460036397,76,76,1.0,0.0,0.0,601
100,14,euclidean,1318,0.011865500011481345,0.0011611003428697586,76,76,1.0,0.0,0.0,1417
100,14,nn,2172,0.3721123000141233,0.34293150063604116,76,76,1.0,0.028,1.7361352103097099,2296
100,15,manhattan,32,0.0003643000381998718,4.019989864900708e-05,16,16,1.0,0.0,0.0,62
100,15,euclidean,44,0.00033300003269687295,4.25002072006464e-05,16,16,1.0,0.0,0.0,61
100,15,nn,67,0.013947999977972358,0.013036500022280961,16,16,1.0,0.012,1.2102545102437336,93
100,16,manhattan,136,0.0013109000283293426,0.0001300998847000301,61,61,1.0,0.0,0.0,227
100,16,euclidean,827,0.005833800008986145,0.0005685993819497526,61,61,1.0,0.0,0.0,886
100,16,nn,1518,0.2705606000381522,0.24993410118622705,61,61,1.0,0.0,0.0,1681
100,17,manhattan,316,0.0024591999826952815,0.00022929970873519778,71,71,1.0,0.0,0.0,466
100,17,euclidean,678,0.005011000030208379,0.0005025998689234257,71,71,1.0,0.0,0.0,750
100,17,nn,1288,0.21918640000512823,0.20246190077159554,71,71,1.0,0.0,0.0,1401
100,18,manhattan,1418,0.011901500052772462,0.0010177002404816449,122,122,1.0,0.0,0.0,1867
100,18,euclidean,2501,0.019047099980525672,0.0018342005787417293,122,122,1.0,0.0,0.0,2610
100,18,nn,3658,0.6027721000136808,0.5546607988653705,122,122,1.0,0.036,3.2366387049357095,3750
100,19,manhattan,380,0.003006800019647926,0.0002643996849656105,82,82,1.0,0.0,0.0,539
100,19,euclidean,776,0.0069849000428803265,0.0007433998980559409,82,82,1.0,0.0,0.0,878
100,19,nn,2037,0.3476158000412397,0.32026110030710697,82,82,1.0,0.0,0.0,2159
